2019-05-14T03:48:48.145999,1557823728,127.0.0.1,63197,b'+|200|100',b'0|300.0',1
2019-05-14T03:48:48.150986,1557823728,127.0.0.1,63195,b'+|200|100',b'0|300.0',2
2019-05-14T03:48:48.175961,1557823728,127.0.0.1,63198,b'+|200|100',b'0|300.0',3
2019-05-14T03:48:48.189947,1557823728,127.0.0.1,63190,b'+|200|100',b'0|300.0',4
2019-05-14T03:48:48.290899,1557823728,127.0.0.1,63392,b'+|200|100',b'0|300.0',5
2019-05-14T03:48:48.330892,1557823728,127.0.0.1,63189,b'+|200|100',b'0|300.0',6
2019-05-14T03:48:48.336904,1557823728,127.0.0.1,63193,b'+|200|100',b'0|300.0',7
2019-05-14T03:48:48.500852,1557823728,127.0.0.1,63274,b'+|200|100',b'0|300.0',8
2019-05-14T03:48:48.534850,1557823728,127.0.0.1,63255,b'+|200|100',b'0|300.0',9
2019-05-14T03:48:48.555846,1557823728,127.0.0.1,63238,b'+|200|100',b'0|300.0',10
2019-05-14T03:48:48.561862,1557823728,127.0.0.1,63194,b'+|200|100',b'0|300.0',11
2019-05-14T03:48:48.581854,1557823728,127.0.0.1,63306,b'+|200|100',b'0|300.0',12
2019-05-14T03:48:48.614831,1557823728,127.0.0.1,63317,b'+|200|100',b'0|300.0',13
2019-05-14T03:48:48.662821,1557823728,127.0.0.1,63396,b'+|200|100',b'0|300.0',14
2019-05-14T03:48:48.724801,1557823728,127.0.0.1,63192,b'+|200|100',b'0|300.0',15
2019-05-14T03:48:48.837757,1557823728,127.0.0.1,63369,b'+|200|100',b'0|300.0',16
2019-05-14T03:48:48.843769,1557823728,127.0.0.1,63405,b'+|200|100',b'0|300.0',17
2019-05-14T03:48:48.865755,1557823728,127.0.0.1,63191,b'+|200|100',b'0|300.0',18
2019-05-14T03:48:48.924746,1557823728,127.0.0.1,63290,b'+|200|100',b'0|300.0',19
2019-05-14T03:48:48.963738,1557823728,127.0.0.1,63237,b'+|200|100',b'0|300.0',20
2019-05-14T03:48:48.969722,1557823728,127.0.0.1,63391,b'+|200|100',b'0|300.0',21
2019-05-14T03:48:48.991740,1557823728,127.0.0.1,63382,b'+|200|100',b'0|300.0',22
2019-05-14T03:48:49.218627,1557823729,127.0.0.1,63188,b'+|200|100',b'0|300.0',1
2019-05-14T03:48:49.276611,1557823729,127.0.0.1,63359,b'+|200|100',b'0|300.0',2
2019-05-14T03:48:49.288600,1557823729,127.0.0.1,63291,b'+|200|100',b'0|300.0',3
2019-05-14T03:48:49.371136,1557823729,127.0.0.1,63397,b'+|200|100',b'0|300.0',4
2019-05-14T03:48:49.441047,1557823729,127.0.0.1,63273,b'+|200|100',b'0|300.0',5
2019-05-14T03:48:49.485514,1557823729,127.0.0.1,63305,b'+|200|100',b'0|300.0',6
2019-05-14T03:48:49.517475,1557823729,127.0.0.1,63318,b'+|200|100',b'0|300.0',7
2019-05-14T03:48:49.559407,1557823729,127.0.0.1,63361,b'+|200|100',b'0|300.0',8
2019-05-14T03:48:49.667261,1557823729,127.0.0.1,63415,b'+|200|100',b'0|300.0',9
2019-05-14T03:48:49.803896,1557823729,127.0.0.1,63355,b'+|200|100',b'0|300.0',10
2019-05-14T03:48:49.873709,1557823729,127.0.0.1,63199,b'+|200|100',b'0|300.0',11
2019-05-14T03:48:49.879693,1557823729,127.0.0.1,63196,b'+|200|100',b'0|300.0',12
2019-05-14T03:48:49.888669,1557823729,127.0.0.1,63404,b'+|200|100',b'0|300.0',13
2019-05-14T03:48:49.895650,1557823729,127.0.0.1,63385,b'+|200|100',b'0|300.0',14
2019-05-14T03:48:49.932551,1557823729,127.0.0.1,63388,b'+|200|100',b'0|300.0',15
2019-05-14T03:48:49.954493,1557823729,127.0.0.1,63414,b'+|200|100',b'0|300.0',16
2019-05-14T03:48:50.019319,1557823730,127.0.0.1,63345,b'+|200|100',b'0|300.0',1
2019-05-14T03:48:50.041261,1557823730,127.0.0.1,63394,b'+|200|100',b'0|300.0',2
2019-05-14T03:48:50.042258,1557823730,127.0.0.1,63356,b'+|200|100',b'0|300.0',3
2019-05-14T03:48:50.076168,1557823730,127.0.0.1,63381,b'+|200|100',b'0|300.0',4
2019-05-14T03:48:50.188866,1557823730,127.0.0.1,63393,b'+|200|100',b'0|300.0',5
2019-05-14T03:48:50.268653,1557823730,127.0.0.1,63386,b'+|200|100',b'0|300.0',6
2019-05-14T03:48:50.318520,1557823730,127.0.0.1,63368,b'+|200|100',b'0|300.0',7
2019-05-14T03:48:50.326498,1557823730,127.0.0.1,63373,b'+|200|100',b'0|300.0',8
2019-05-14T03:48:50.392323,1557823730,127.0.0.1,63331,b'+|200|100',b'0|300.0',9
2019-05-14T03:48:50.395315,1557823730,127.0.0.1,63398,b'+|200|100',b'0|300.0',10
2019-05-14T03:48:50.403293,1557823730,127.0.0.1,63410,b'+|200|100',b'0|300.0',11
2019-05-14T03:48:50.414264,1557823730,127.0.0.1,63200,b'+|200|100',b'0|300.0',12
2019-05-14T03:48:50.429224,1557823730,127.0.0.1,63211,b'+|200|100',b'0|300.0',13
2019-05-14T03:48:50.432217,1557823730,127.0.0.1,63210,b'+|200|100',b'0|300.0',14
2019-05-14T03:48:50.433213,1557823730,127.0.0.1,63204,b'+|200|100',b'0|300.0',15
2019-05-14T03:48:50.521976,1557823730,127.0.0.1,63360,b'+|200|100',b'0|300.0',16
2019-05-14T03:48:50.531949,1557823730,127.0.0.1,63335,b'+|200|100',b'0|300.0',17
2019-05-14T03:48:50.540925,1557823730,127.0.0.1,63252,b'+|200|100',b'0|300.0',18
2019-05-14T03:48:50.543918,1557823730,127.0.0.1,63256,b'+|200|100',b'0|300.0',19
2019-05-14T03:48:50.543918,1557823730,127.0.0.1,63299,b'+|200|100',b'0|300.0',20
2019-05-14T03:48:50.552893,1557823730,127.0.0.1,63412,b'+|200|100',b'0|300.0',21
2019-05-14T03:48:50.565859,1557823730,127.0.0.1,63346,b'+|200|100',b'0|300.0',22
2019-05-14T03:48:50.573838,1557823730,127.0.0.1,63413,b'+|200|100',b'0|300.0',23
2019-05-14T03:48:50.628691,1557823730,127.0.0.1,63395,b'+|200|100',b'0|300.0',24
2019-05-14T03:48:50.655619,1557823730,127.0.0.1,63214,b'+|200|100',b'0|300.0',25
2019-05-14T03:48:50.659608,1557823730,127.0.0.1,63384,b'+|200|100',b'0|300.0',26
2019-05-14T03:48:50.665592,1557823730,127.0.0.1,63411,b'+|200|100',b'0|300.0',27
2019-05-14T03:48:50.741390,1557823730,127.0.0.1,63389,b'+|200|100',b'0|300.0',28
2019-05-14T03:48:50.743384,1557823730,127.0.0.1,63418,b'+|200|100',b'0|300.0',29
2019-05-14T03:48:50.768317,1557823730,127.0.0.1,63228,b'+|200|100',b'0|300.0',30
2019-05-14T03:48:50.777293,1557823730,127.0.0.1,63343,b'+|200|100',b'0|300.0',31
2019-05-14T03:48:50.780285,1557823730,127.0.0.1,63257,b'+|200|100',b'0|300.0',32
2019-05-14T03:48:50.791256,1557823730,127.0.0.1,63417,b'+|200|100',b'0|300.0',33
2019-05-14T03:48:50.797240,1557823730,127.0.0.1,63307,b'+|200|100',b'0|300.0',34
2019-05-14T03:48:50.808211,1557823730,127.0.0.1,63201,b'+|200|100',b'0|300.0',35
2019-05-14T03:48:50.821176,1557823730,127.0.0.1,63320,b'+|200|100',b'0|300.0',36
2019-05-14T03:48:50.829156,1557823730,127.0.0.1,63217,b'+|200|100',b'0|300.0',37
2019-05-14T03:48:50.873038,1557823730,127.0.0.1,63327,b'+|200|100',b'0|300.0',38
2019-05-14T03:48:50.879022,1557823730,127.0.0.1,63419,b'+|200|100',b'0|300.0',39
2019-05-14T03:48:50.948835,1557823730,127.0.0.1,63271,b'+|200|100',b'0|300.0',40
2019-05-14T03:48:51.269435,1557823731,127.0.0.1,63209,b'+|200|100',b'0|300.0',1
2019-05-14T03:48:51.295438,1557823731,127.0.0.1,63354,b'+|200|100',b'0|300.0',2
2019-05-14T03:48:51.305431,1557823731,127.0.0.1,63205,b'+|200|100',b'0|300.0',3
2019-05-14T03:48:51.316424,1557823731,127.0.0.1,63408,b'+|200|100',b'0|300.0',4
2019-05-14T03:48:51.335419,1557823731,127.0.0.1,63338,b'+|200|100',b'0|300.0',5
2019-05-14T03:48:51.338411,1557823731,127.0.0.1,63403,b'+|200|100',b'0|300.0',6
2019-05-14T03:48:51.358403,1557823731,127.0.0.1,63222,b'+|200|100',b'0|300.0',7
2019-05-14T03:48:51.363411,1557823731,127.0.0.1,63357,b'+|200|100',b'0|300.0',8
2019-05-14T03:48:51.367400,1557823731,127.0.0.1,63387,b'+|200|100',b'0|300.0',9
2019-05-14T03:48:51.482376,1557823731,127.0.0.1,63362,b'+|200|100',b'0|300.0',10
2019-05-14T03:48:51.484370,1557823731,127.0.0.1,63402,b'+|200|100',b'0|300.0',11
2019-05-14T03:48:51.515355,1557823731,127.0.0.1,63336,b'+|200|100',b'0|300.0',12
2019-05-14T03:48:51.515355,1557823731,127.0.0.1,63364,b'+|200|100',b'0|300.0',13
2019-05-14T03:48:51.525351,1557823731,127.0.0.1,63208,b'+|200|100',b'0|300.0',14
2019-05-14T03:48:51.531365,1557823731,127.0.0.1,63344,b'+|200|100',b'0|300.0',15
2019-05-14T03:48:51.544344,1557823731,127.0.0.1,63425,b'+|200|100',b'0|300.0',16
2019-05-14T03:48:51.586319,1557823731,127.0.0.1,63266,b'+|200|100',b'0|300.0',17
2019-05-14T03:48:51.662303,1557823731,127.0.0.1,63406,b'+|200|100',b'0|300.0',18
2019-05-14T03:48:51.664298,1557823731,127.0.0.1,63375,b'+|200|100',b'0|300.0',19
2019-05-14T03:48:51.665295,1557823731,127.0.0.1,63422,b'+|200|100',b'0|300.0',20
2019-05-14T03:48:51.665295,1557823731,127.0.0.1,63401,b'+|200|100',b'0|300.0',21
2019-05-14T03:48:51.761265,1557823731,127.0.0.1,63225,b'+|200|100',b'0|300.0',22
2019-05-14T03:48:51.765245,1557823731,127.0.0.1,63424,b'+|200|100',b'0|300.0',23
2019-05-14T03:48:51.797225,1557823731,127.0.0.1,63319,b'+|200|100',b'0|300.0',24
2019-05-14T03:48:51.812212,1557823731,127.0.0.1,63420,b'+|200|100',b'0|300.0',25
2019-05-14T03:48:51.819194,1557823731,127.0.0.1,63206,b'+|200|100',b'0|300.0',26
2019-05-14T03:48:51.874047,1557823731,127.0.0.1,63334,b'+|200|100',b'0|300.0',27
2019-05-14T03:48:51.876042,1557823731,127.0.0.1,63376,b'+|200|100',b'0|300.0',28
2019-05-14T03:48:51.937877,1557823731,127.0.0.1,63377,b'+|200|100',b'0|300.0',29
2019-05-14T03:48:51.945855,1557823731,127.0.0.1,63220,b'+|200|100',b'0|300.0',30
2019-05-14T03:48:51.955829,1557823731,127.0.0.1,63324,b'+|200|100',b'0|300.0',31
2019-05-14T03:48:51.981759,1557823731,127.0.0.1,63227,b'+|200|100',b'0|300.0',32
2019-05-14T03:48:51.989738,1557823731,127.0.0.1,63374,b'+|200|100',b'0|300.0',33
2019-05-14T03:48:52.021653,1557823732,127.0.0.1,63390,b'+|200|100',b'0|300.0',1
2019-05-14T03:48:52.022650,1557823732,127.0.0.1,63399,b'+|200|100',b'0|300.0',2
2019-05-14T03:48:52.030628,1557823732,127.0.0.1,63219,b'+|200|100',b'0|300.0',3
2019-05-14T03:48:52.039604,1557823732,127.0.0.1,63218,b'+|200|100',b'0|300.0',4
2019-05-14T03:48:52.047583,1557823732,127.0.0.1,63426,b'+|200|100',b'0|300.0',5
2019-05-14T03:48:52.078501,1557823732,127.0.0.1,63202,b'+|200|100',b'0|300.0',6
2019-05-14T03:48:52.090469,1557823732,127.0.0.1,63340,b'+|200|100',b'0|300.0',7
2019-05-14T03:48:52.163458,1557823732,127.0.0.1,63213,b'+|200|100',b'0|300.0',8
2019-05-14T03:48:52.174456,1557823732,127.0.0.1,63407,b'+|200|100',b'0|300.0',9
2019-05-14T03:48:52.182455,1557823732,127.0.0.1,63430,b'+|200|100',b'0|300.0',10
2019-05-14T03:48:52.184449,1557823732,127.0.0.1,63409,b'+|200|100',b'0|300.0',11
2019-05-14T03:48:52.201470,1557823732,127.0.0.1,63416,b'+|200|100',b'0|300.0',12
2019-05-14T03:48:52.203449,1557823732,127.0.0.1,63428,b'+|200|100',b'0|300.0',13
2019-05-14T03:48:52.217438,1557823732,127.0.0.1,63400,b'+|200|100',b'0|300.0',14
2019-05-14T03:48:52.232442,1557823732,127.0.0.1,63421,b'+|200|100',b'0|300.0',15
2019-05-14T03:48:52.268370,1557823732,127.0.0.1,63429,b'+|200|100',b'0|300.0',16
2019-05-14T03:48:52.281394,1557823732,127.0.0.1,63363,b'+|200|100',b'0|300.0',17
2019-05-14T03:48:52.285371,1557823732,127.0.0.1,63207,b'+|200|100',b'0|300.0',18
2019-05-14T03:48:52.295371,1557823732,127.0.0.1,63212,b'+|200|100',b'0|300.0',19
2019-05-14T03:48:52.315361,1557823732,127.0.0.1,63277,b'+|200|100',b'0|300.0',20
2019-05-14T03:48:52.332355,1557823732,127.0.0.1,63203,b'+|200|100',b'0|300.0',21
2019-05-14T03:48:52.378304,1557823732,127.0.0.1,63435,b'+|200|100',b'0|300.0',22
2019-05-14T03:48:52.392288,1557823732,127.0.0.1,63316,b'+|200|100',b'0|300.0',23
2019-05-14T03:48:52.395280,1557823732,127.0.0.1,63433,b'+|200|100',b'0|300.0',24
2019-05-14T03:48:52.409268,1557823732,127.0.0.1,63423,b'+|200|100',b'0|300.0',25
2019-05-14T03:48:52.415279,1557823732,127.0.0.1,63434,b'+|200|100',b'0|300.0',26
2019-05-14T03:48:52.493142,1557823732,127.0.0.1,63427,b'+|200|100',b'0|300.0',27
2019-05-14T03:48:52.516080,1557823732,127.0.0.1,63436,b'+|200|100',b'0|300.0',28
2019-05-14T03:48:52.559963,1557823732,127.0.0.1,63432,b'+|200|100',b'0|300.0',29
2019-05-14T03:48:52.621798,1557823732,127.0.0.1,63441,b'+|200|100',b'0|300.0',30
2019-05-14T03:48:52.622795,1557823732,127.0.0.1,63442,b'+|200|100',b'0|300.0',31
2019-05-14T03:48:52.628780,1557823732,127.0.0.1,63439,b'+|200|100',b'0|300.0',32
2019-05-14T03:48:52.634764,1557823732,127.0.0.1,63440,b'+|200|100',b'0|300.0',33
2019-05-14T03:48:52.677649,1557823732,127.0.0.1,63437,b'+|200|100',b'0|300.0',34
2019-05-14T03:48:52.739338,1557823732,127.0.0.1,63445,b'+|200|100',b'0|300.0',35
2019-05-14T03:48:52.761281,1557823732,127.0.0.1,63448,b'+|200|100',b'0|300.0',36
2019-05-14T03:48:52.770256,1557823732,127.0.0.1,63447,b'+|200|100',b'0|300.0',37
2019-05-14T03:48:52.777237,1557823732,127.0.0.1,63438,b'+|200|100',b'0|300.0',38
2019-05-14T03:48:52.844059,1557823732,127.0.0.1,63444,b'+|200|100',b'0|300.0',39
2019-05-14T03:48:52.860016,1557823732,127.0.0.1,63443,b'+|200|100',b'0|300.0',40
2019-05-14T03:48:52.877968,1557823732,127.0.0.1,63446,b'+|200|100',b'0|300.0',41
2019-05-14T03:48:52.902902,1557823732,127.0.0.1,63451,b'+|200|100',b'0|300.0',42
2019-05-14T03:48:53.088405,1557823733,127.0.0.1,63450,b'+|200|100',b'0|300.0',
2019-05-14T03:48:53.121318,1557823733,127.0.0.1,63449,b'+|200|100',b'0|300.0',
2019-05-14T03:48:53.174176,1557823733,127.0.0.1,63452,b'+|200|100',b'0|300.0',
2019-05-14T03:48:53.238005,1557823733,127.0.0.1,63463,b'+|200|100',b'0|300.0',
2019-05-14T03:48:53.240998,1557823733,127.0.0.1,63455,b'+|200|100',b'0|300.0',
2019-05-14T03:48:53.361675,1557823733,127.0.0.1,63465,b'+|200|100',b'0|300.0',
2019-05-14T03:48:53.391763,1557823733,127.0.0.1,63454,b'+|200|100',b'0|300.0',
